Cons._sp.,Resource_sp.
Protopanderodus cf. leonardii,Protopanderodus cf. leonardii
Protopanderodus cf. leonardii,Scolopodus aff. krummi
Protopanderodus cf. leonardii,Semiacontiodus sp.
Protopanderodus cf. leonardii,Semiacontiodus cf. cornuformis
Protopanderodus cf. leonardii,Tripodus sp.
Scolopodus aff. krummi,Benthic detritus
Scolopodus aff. krummi,Zooplankton
Scolopodus aff. krummi,Calvapilosa kroegeri
Scolopodus aff. krummi,Plumulites bengtsoni
Scolopodus aff. krummi,Large plumulitid
Scolopodus aff. krummi,Palaeoscolex cf. tenensis
Scolopodus aff. krummi,Clonograptus rigidus
Scolopodus aff. krummi,Clonograptus flexibilis
Scolopodus aff. krummi,Clonograptus multiplex
Scolopodus aff. krummi,"""Didymograptus sp. 1"""
Scolopodus aff. krummi,Didymograptid indet.
Scolopodus aff. krummi,Dichograptidae?
Scolopodus aff. krummi,Hunnegraptus copiosus
Scolopodus aff. krummi, 'Kiaerograptus' supremus
Scolopodus aff. krummi,Koremagraptus sp.
Scolopodus aff. krummi,Paradelograptus norvegicus
Scolopodus aff. krummi,Paradelograptus tenuis
Scolopodus aff. krummi,Paratemnograptus magnificus
Scolopodus aff. krummi, 'Tetragraptus' bulmani
Scolopodus aff. krummi,Tetragraptus sp. (3-stiped)
Scolopodus aff. krummi,Sagenograptus murrayi
Scolopodus aff. krummi,Anisograptus cf. matanensis
Scolopodus aff. krummi,Bryograptus divergens
Scolopodus aff. krummi,Bryograptus kjerulfi cumbrensis
Scolopodus aff. krummi,Bryograptus lapworthi
Scolopodus aff. krummi,Rhabdinopora flabelliforme cf. anglica
Scolopodus aff. krummi,Rhabdinopora flabelliforme flabelliforme
Scolopodus aff. krummi,Rhabdinopora flabelliforme multithecatum
Scolopodus aff. krummi,Rhabdinopora flabelliformis socialis
Scolopodus aff. krummi,Rhabdinopora flabelliformis canadenisis
Scolopodus aff. krummi,Rhabdinopora flabelliforme norvegicum
Scolopodus aff. krummi,Adelograptus tenellus
Scolopodus aff. krummi,Choristograptus louai
Scolopodus aff. krummi,Ancoragraptus bulmani
Scolopodus aff. krummi,Webbyites felix
Scolopodus aff. krummi,Rhabdopleura-like epibiont
Scolopodus aff. krummi,Drepanoistodus? cf. pervetus
Scolopodus aff. krummi,Acodus deltatus
Scolopodus aff. krummi,Cornuodus longibasis
Scolopodus aff. krummi,Parapaltodus aff. simplicissimus
Scolopodus aff. krummi,Paroistodus cf. proteus
Scolopodus aff. krummi,Periodon cf. primus
Scolopodus aff. krummi,Prioniodus sp.
Scolopodus aff. krummi,Protopanderodus cf. leonardii
Scolopodus aff. krummi,Scolopodus aff. krummi
Scolopodus aff. krummi,Semiacontiodus sp.
Scolopodus aff. krummi,Semiacontiodus cf. cornuformis
Scolopodus aff. krummi,Tripodus sp.
Semiacontiodus sp.,Benthic detritus
Semiacontiodus sp.,Zooplankton
Semiacontiodus sp.,Calvapilosa kroegeri
Semiacontiodus sp.,Plumulites bengtsoni
Semiacontiodus sp.,Large plumulitid
Semiacontiodus sp.,Palaeoscolex cf. tenensis
Semiacontiodus sp.,Clonograptus rigidus
Semiacontiodus sp.,Clonograptus flexibilis
Semiacontiodus sp.,Clonograptus multiplex
Semiacontiodus sp.,"""Didymograptus sp. 1"""
Semiacontiodus sp.,Didymograptid indet.
Semiacontiodus sp.,Dichograptidae?
Semiacontiodus sp.,Hunnegraptus copiosus
Semiacontiodus sp., 'Kiaerograptus' supremus
Semiacontiodus sp.,Koremagraptus sp.
Semiacontiodus sp.,Paradelograptus norvegicus
Semiacontiodus sp.,Paradelograptus tenuis
Semiacontiodus sp.,Paratemnograptus magnificus
Semiacontiodus sp., 'Tetragraptus' bulmani
Semiacontiodus sp.,Tetragraptus sp. (3-stiped)
Semiacontiodus sp.,Sagenograptus murrayi
Semiacontiodus sp.,Anisograptus cf. matanensis
Semiacontiodus sp.,Bryograptus divergens
Semiacontiodus sp.,Bryograptus kjerulfi cumbrensis
Semiacontiodus sp.,Bryograptus lapworthi
Semiacontiodus sp.,Rhabdinopora flabelliforme cf. anglica
Semiacontiodus sp.,Rhabdinopora flabelliforme flabelliforme
Semiacontiodus sp.,Rhabdinopora flabelliforme multithecatum
Semiacontiodus sp.,Rhabdinopora flabelliformis socialis
Semiacontiodus sp.,Rhabdinopora flabelliformis canadenisis
Semiacontiodus sp.,Rhabdinopora flabelliforme norvegicum
Semiacontiodus sp.,Adelograptus tenellus
Semiacontiodus sp.,Choristograptus louai
Semiacontiodus sp.,Ancoragraptus bulmani
Semiacontiodus sp.,Webbyites felix
Semiacontiodus sp.,Rhabdopleura-like epibiont
Semiacontiodus sp.,Drepanoistodus? cf. pervetus
Semiacontiodus sp.,Acodus deltatus
Semiacontiodus sp.,Cornuodus longibasis
Semiacontiodus sp.,Parapaltodus aff. simplicissimus
Semiacontiodus sp.,Paroistodus cf. proteus
Semiacontiodus sp.,Periodon cf. primus
Semiacontiodus sp.,Prioniodus sp.
Semiacontiodus sp.,Protopanderodus cf. leonardii
Semiacontiodus sp.,Scolopodus aff. krummi
Semiacontiodus sp.,Semiacontiodus sp.
Semiacontiodus sp.,Semiacontiodus cf. cornuformis
Semiacontiodus sp.,Tripodus sp.
Semiacontiodus cf. cornuformis,Benthic detritus
Semiacontiodus cf. cornuformis,Zooplankton
Semiacontiodus cf. cornuformis,Calvapilosa kroegeri
Semiacontiodus cf. cornuformis,Plumulites bengtsoni
Semiacontiodus cf. cornuformis,Large plumulitid
Semiacontiodus cf. cornuformis,Palaeoscolex cf. tenensis
Semiacontiodus cf. cornuformis,Clonograptus rigidus
Semiacontiodus cf. cornuformis,Clonograptus flexibilis
Semiacontiodus cf. cornuformis,Clonograptus multiplex
Semiacontiodus cf. cornuformis,"""Didymograptus sp. 1"""
Semiacontiodus cf. cornuformis,Didymograptid indet.
Semiacontiodus cf. cornuformis,Dichograptidae?
Semiacontiodus cf. cornuformis,Hunnegraptus copiosus
Semiacontiodus cf. cornuformis, 'Kiaerograptus' supremus
Semiacontiodus cf. cornuformis,Koremagraptus sp.
Semiacontiodus cf. cornuformis,Paradelograptus norvegicus
Semiacontiodus cf. cornuformis,Paradelograptus tenuis
Semiacontiodus cf. cornuformis,Paratemnograptus magnificus
Semiacontiodus cf. cornuformis, 'Tetragraptus' bulmani
Semiacontiodus cf. cornuformis,Tetragraptus sp. (3-stiped)
Semiacontiodus cf. cornuformis,Sagenograptus murrayi
Semiacontiodus cf. cornuformis,Anisograptus cf. matanensis
Semiacontiodus cf. cornuformis,Bryograptus divergens
Semiacontiodus cf. cornuformis,Bryograptus kjerulfi cumbrensis
Semiacontiodus cf. cornuformis,Bryograptus lapworthi
Semiacontiodus cf. cornuformis,Rhabdinopora flabelliforme cf. anglica
Semiacontiodus cf. cornuformis,Rhabdinopora flabelliforme flabelliforme
Semiacontiodus cf. cornuformis,Rhabdinopora flabelliforme multithecatum
Semiacontiodus cf. cornuformis,Rhabdinopora flabelliformis socialis
Semiacontiodus cf. cornuformis,Rhabdinopora flabelliformis canadenisis
Semiacontiodus cf. cornuformis,Rhabdinopora flabelliforme norvegicum
Semiacontiodus cf. cornuformis,Adelograptus tenellus
Semiacontiodus cf. cornuformis,Choristograptus louai
Semiacontiodus cf. cornuformis,Ancoragraptus bulmani
Semiacontiodus cf. cornuformis,Webbyites felix
Semiacontiodus cf. cornuformis,Rhabdopleura-like epibiont
Semiacontiodus cf. cornuformis,Drepanoistodus? cf. pervetus
Semiacontiodus cf. cornuformis,Acodus deltatus
Semiacontiodus cf. cornuformis,Cornuodus longibasis
Semiacontiodus cf. cornuformis,Parapaltodus aff. simplicissimus
Semiacontiodus cf. cornuformis,Paroistodus cf. proteus
Semiacontiodus cf. cornuformis,Periodon cf. primus
Semiacontiodus cf. cornuformis,Prioniodus sp.
Semiacontiodus cf. cornuformis,Protopanderodus cf. leonardii
Semiacontiodus cf. cornuformis,Scolopodus aff. krummi
Semiacontiodus cf. cornuformis,Semiacontiodus sp.
Semiacontiodus cf. cornuformis,Semiacontiodus cf. cornuformis
Semiacontiodus cf. cornuformis,Tripodus sp.
Tripodus sp.,Benthic detritus
Tripodus sp.,Zooplankton
Tripodus sp.,Calvapilosa kroegeri
Tripodus sp.,Plumulites bengtsoni
Tripodus sp.,Large plumulitid
Tripodus sp.,Palaeoscolex cf. tenensis
Tripodus sp.,Clonograptus rigidus
Tripodus sp.,Clonograptus flexibilis
Tripodus sp.,Clonograptus multiplex
Tripodus sp.,"""Didymograptus sp. 1"""
Tripodus sp.,Didymograptid indet.
Tripodus sp.,Dichograptidae?
Tripodus sp.,Hunnegraptus copiosus
Tripodus sp., 'Kiaerograptus' supremus
Tripodus sp.,Koremagraptus sp.
Tripodus sp.,Paradelograptus norvegicus
Tripodus sp.,Paradelograptus tenuis
Tripodus sp.,Paratemnograptus magnificus
Tripodus sp., 'Tetragraptus' bulmani
Tripodus sp.,Tetragraptus sp. (3-stiped)
Tripodus sp.,Sagenograptus murrayi
Tripodus sp.,Anisograptus cf. matanensis
Tripodus sp.,Bryograptus divergens
Tripodus sp.,Bryograptus kjerulfi cumbrensis
Tripodus sp.,Bryograptus lapworthi
Tripodus sp.,Rhabdinopora flabelliforme cf. anglica
Tripodus sp.,Rhabdinopora flabelliforme flabelliforme
Tripodus sp.,Rhabdinopora flabelliforme multithecatum
Tripodus sp.,Rhabdinopora flabelliformis socialis
Tripodus sp.,Rhabdinopora flabelliformis canadenisis
Tripodus sp.,Rhabdinopora flabelliforme norvegicum
Tripodus sp.,Adelograptus tenellus
Tripodus sp.,Choristograptus louai
Tripodus sp.,Ancoragraptus bulmani
Tripodus sp.,Webbyites felix
Tripodus sp.,Rhabdopleura-like epibiont
Tripodus sp.,Drepanoistodus? cf. pervetus
Tripodus sp.,Acodus deltatus
Tripodus sp.,Cornuodus longibasis
Tripodus sp.,Parapaltodus aff. simplicissimus
Tripodus sp.,Paroistodus cf. proteus
Tripodus sp.,Periodon cf. primus
Tripodus sp.,Prioniodus sp.
Tripodus sp.,Protopanderodus cf. leonardii
Tripodus sp.,Scolopodus aff. krummi
Tripodus sp.,Semiacontiodus sp.
Tripodus sp.,Semiacontiodus cf. cornuformis
Tripodus sp.,Tripodus sp.
